is_canceled,hotel,arrival_date_month,lead_time,adr,market_segment,customer_type,deposit_type,total_of_special_requests,booking_changes,arrival_month_num,days_in_waiting_list,is_repeated_guest,required_car_parking_spaces,previous_cancellations
0,City Hotel,April,179,149.4,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,298,80.0,Offline TA/TO,Transient-Party,No Deposit,0,2,4,0,0,0,0
0,City Hotel,April,10,250.0,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,68,135.0,Online TA,Transient,No Deposit,0,0,4,0,0,1,0
0,City Hotel,April,204,114.5,Online TA,Transient,No Deposit,4,1,4,0,0,0,0
0,City Hotel,April,109,112.05,Online TA,Transient,No Deposit,0,1,4,0,0,0,0
0,City Hotel,May,7,170.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,30,140.0,Groups,Transient-Party,No Deposit,0,1,5,1,0,0,0
0,City Hotel,May,66,129.6,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,21,163.33,Online TA,Transient,No Deposit,2,0,5,0,0,0,0
1,City Hotel,July,6,65.0,Corporate,Transient,No Deposit,0,0,7,0,1,0,1
0,City Hotel,May,13,124.13,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,309,124.1,Offline TA/TO,Transient-Party,No Deposit,0,4,5,0,0,0,0
0,City Hotel,May,3,106.28,Online TA,Transient,No Deposit,0,1,5,0,0,0,0
0,City Hotel,June,60,130.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,38,190.0,Online TA,Transient,No Deposit,3,0,6,0,0,0,0
0,City Hotel,June,130,76.23,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,221,89.1,Offline TA/TO,Transient,No Deposit,2,0,6,0,0,0,0
0,City Hotel,June,62,120.0,Online TA,Transient,No Deposit,2,0,6,0,0,0,0
0,City Hotel,June,215,135.0,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,207,99.0,Online TA,Transient,No Deposit,4,0,6,0,0,0,0
0,City Hotel,June,5,169.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,45,120.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,88,120.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,233,84.56,Online TA,Transient,No Deposit,4,0,6,0,0,0,0
0,City Hotel,July,136,116.1,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,150,116.1,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,9,189.0,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,181,86.63,Direct,Transient,No Deposit,2,2,7,0,0,0,0
0,City Hotel,July,16,170.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,329,91.85,Online TA,Transient,No Deposit,3,0,7,0,0,0,0
0,City Hotel,July,0,65.0,Corporate,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,155,133.38,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,193,139.5,Online TA,Transient-Party,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,14,180.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,August,61,146.0,Direct,Transient,No Deposit,1,1,8,0,0,0,0
0,City Hotel,July,143,139.5,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,August,171,130.5,Online TA,Transient,No Deposit,3,0,8,0,0,0,0
0,City Hotel,August,107,204.0,Online TA,Transient,No Deposit,1,1,8,0,0,0,0
0,City Hotel,August,163,240.0,Direct,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,182,173.73,Offline TA/TO,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,May,141,115.61,Offline TA/TO,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,100,164.9,Online TA,Transient,No Deposit,1,2,5,0,0,0,0
0,City Hotel,May,5,206.0,Online TA,Transient,No Deposit,3,0,5,0,0,1,0
0,City Hotel,May,98,89.75,Offline TA/TO,Transient,No Deposit,0,1,5,0,0,1,0
0,City Hotel,February,4,75.0,Corporate,Transient,No Deposit,1,0,2,0,1,0,2
0,City Hotel,May,16,110.75,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,June,95,119.85,Online TA,Transient-Party,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,30,111.6,Offline TA/TO,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,37,105.4,Offline TA/TO,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,192,95.0,Offline TA/TO,Transient-Party,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,4,113.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,July,23,187.0,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,15,187.0,Online TA,Transient,No Deposit,2,0,7,0,0,1,0
0,City Hotel,July,112,95.63,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,116,96.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,February,5,75.0,Direct,Transient,No Deposit,3,1,2,0,1,0,0
0,City Hotel,July,122,101.15,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,0,84.0,Corporate,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,34,152.1,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,November,4,65.0,Corporate,Transient,No Deposit,1,0,11,0,1,0,1
0,City Hotel,August,54,135.9,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,189,94.5,Direct,Transient,No Deposit,0,2,8,0,0,0,0
0,City Hotel,August,111,72.25,Offline TA/TO,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,15,129.0,Online TA,Transient,No Deposit,2,0,8,0,0,0,0
0,City Hotel,August,27,137.7,Direct,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,287,90.1,Direct,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,1,67.0,Corporate,Transient,No Deposit,3,0,8,0,1,0,0
0,City Hotel,August,28,118.15,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,216,86.7,Offline TA/TO,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,September,55,142.2,Online TA,Transient,No Deposit,2,0,9,0,0,0,0
0,City Hotel,September,31,233.1,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,55,123.3,Online TA,Transient,No Deposit,2,0,9,0,0,0,0
0,City Hotel,September,71,150.98,Online TA,Transient,No Deposit,3,0,9,0,0,0,0
0,City Hotel,September,240,96.0,Groups,Transient-Party,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,13,134.0,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,0,120.0,Offline TA/TO,Transient,No Deposit,0,1,9,0,0,0,0
0,City Hotel,September,276,116.33,Offline TA/TO,Transient-Party,No Deposit,0,0,9,178,0,0,0
0,City Hotel,May,41,95.0,Corporate,Transient,No Deposit,0,0,5,0,1,0,0
0,City Hotel,October,359,78.0,Offline TA/TO,Transient-Party,No Deposit,3,1,10,0,0,0,0
0,City Hotel,October,79,151.2,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,47,97.82,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,24,85.0,Offline TA/TO,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,1,112.0,Online TA,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,8,170.0,Online TA,Transient,No Deposit,2,2,10,0,0,0,0
0,City Hotel,October,27,110.0,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,29,149.1,Online TA,Transient,No Deposit,2,0,10,0,0,0,0
0,City Hotel,November,12,93.5,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,49,75.0,Offline TA/TO,Transient,No Deposit,0,0,11,0,0,0,0
0,City Hotel,November,29,88.76,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,4,65.46,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,73,93.6,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,52,75.0,Offline TA/TO,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,8,97.0,Online TA,Transient,No Deposit,3,0,11,0,0,0,0
0,City Hotel,November,44,88.4,Online TA,Transient,No Deposit,2,0,11,0,0,0,0
0,City Hotel,November,8,80.75,Online TA,Transient,No Deposit,2,0,11,0,0,0,0
0,City Hotel,November,60,93.6,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,308,78.3,Online TA,Transient-Party,No Deposit,2,1,11,0,0,0,0
0,City Hotel,November,0,169.75,Direct,Transient,No Deposit,0,1,11,0,0,0,0
0,City Hotel,December,3,96.0,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,24,94.93,Online TA,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,31,120.7,Online TA,Transient,No Deposit,4,0,12,0,0,0,0
0,City Hotel,December,115,88.4,Online TA,Transient,No Deposit,2,2,12,0,0,0,0
0,City Hotel,December,109,74.8,Online TA,Transient,No Deposit,1,1,12,0,0,0,0
0,City Hotel,December,81,119.0,Online TA,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,59,131.4,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,297,90.3,Online TA,Transient,No Deposit,1,2,12,0,0,0,0
0,City Hotel,January,31,74.8,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,15,53.52,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,1,88.0,Online TA,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,January,1,88.0,Online TA,Transient,No Deposit,3,0,1,0,0,0,0
0,City Hotel,January,4,80.0,Offline TA/TO,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,January,7,88.0,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,February,0,0.0,Direct,Transient,No Deposit,0,1,2,0,1,0,0
0,City Hotel,February,1,118.0,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
0,City Hotel,February,8,77.0,Direct,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,30,142.8,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,5,88.0,Online TA,Transient,No Deposit,3,0,2,0,0,0,0
0,City Hotel,February,145,75.0,Offline TA/TO,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,1,108.0,Direct,Transient,No Deposit,1,0,2,0,0,1,0
0,City Hotel,February,46,144.5,Online TA,Transient,No Deposit,2,0,2,0,0,0,0
0,City Hotel,February,60,90.1,Online TA,Transient,No Deposit,2,0,2,0,0,0,0
0,City Hotel,March,4,95.0,Corporate,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,10,102.43,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,56,79.2,Direct,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,44,72.0,Offline TA/TO,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,48,79.2,Direct,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,25,106.08,Offline TA/TO,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,130,79.2,Online TA,Transient,No Deposit,2,0,3,0,0,0,0
0,City Hotel,March,135,90.09,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,April,61,151.2,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,9,115.0,Online TA,Transient,No Deposit,1,0,4,0,0,0,0
0,City Hotel,April,74,117.0,Online TA,Transient,No Deposit,1,0,4,0,0,0,0
0,City Hotel,April,95,144.0,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,96,108.0,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,135,99.0,Direct,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,132,117.0,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,28,224.0,Online TA,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,8,190.0,Online TA,Transient-Party,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,110,130.5,Online TA,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,110,99.0,Online TA,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,May,110,86.4,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,106,85.0,Offline TA/TO,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,273,100.0,Groups,Transient-Party,No Deposit,1,0,5,84,0,0,0
0,City Hotel,May,101,85.0,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,0,130.0,Online TA,Transient,No Deposit,3,0,5,0,0,1,0
0,City Hotel,May,13,125.0,Corporate,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,5,170.0,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,90,120.6,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,20,150.0,Online TA,Transient,No Deposit,3,0,5,0,0,0,0
0,City Hotel,May,20,150.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,11,130.0,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,165,139.5,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,82,89.1,Offline TA/TO,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,409,112.67,Groups,Transient-Party,No Deposit,2,0,5,0,0,0,0
0,City Hotel,June,155,138.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,15,120.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,0,153.0,Direct,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,7,0.0,Complementary,Transient,No Deposit,1,1,6,0,0,0,0
0,City Hotel,June,3,190.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,8,200.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,July,176,143.1,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,59,138.0,Offline TA/TO,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,170,152.1,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,71,120.0,Online TA,Transient,No Deposit,1,1,7,0,0,0,0
0,City Hotel,July,172,86.62,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,464,107.0,Offline TA/TO,Transient-Party,No Deposit,1,1,7,0,0,0,0
0,City Hotel,July,188,121.5,Online TA,Transient-Party,No Deposit,0,0,7,0,0,1,0
0,City Hotel,July,19,189.0,Online TA,Transient,No Deposit,1,2,7,0,0,1,0
0,City Hotel,August,0,160.0,Direct,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,236,130.28,Online TA,Transient,No Deposit,2,2,8,0,0,1,0
0,City Hotel,May,34,118.8,Direct,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,5,100.0,Corporate,Transient-Party,No Deposit,0,1,5,0,0,0,0
0,City Hotel,May,96,141.6,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,June,0,135.5,Direct,Transient,No Deposit,1,1,6,0,0,1,0
0,City Hotel,June,53,32.5,Groups,Transient-Party,No Deposit,1,1,6,0,0,0,0
0,City Hotel,June,84,103.72,Online TA,Transient,No Deposit,2,5,6,0,0,0,0
0,City Hotel,July,158,82.88,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,102,130.5,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,165,108.04,Online TA,Transient-Party,No Deposit,0,2,7,0,0,0,0
0,City Hotel,July,143,81.08,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,10,146.0,Offline TA/TO,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,184,180.0,Groups,Transient-Party,No Deposit,0,1,7,0,0,0,0
0,City Hotel,July,74,142.5,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,301,90.0,Offline TA/TO,Transient-Party,No Deposit,0,1,7,0,0,0,0
0,City Hotel,August,3,174.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,109,143.7,Online TA,Transient,No Deposit,1,1,8,0,0,0,0
0,City Hotel,August,57,99.0,Online TA,Transient,No Deposit,1,1,8,0,0,0,0
0,City Hotel,August,68,131.4,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,September,32,116.64,Online TA,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,15,119.0,Online TA,Transient,No Deposit,0,1,9,0,0,0,0
0,City Hotel,September,46,186.77,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,7,149.0,Online TA,Transient,No Deposit,2,0,9,0,0,0,0
0,City Hotel,September,84,149.4,Online TA,Transient,No Deposit,2,0,9,0,0,0,0
0,City Hotel,September,6,106.4,Online TA,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,March,67,166.78,Online TA,Transient,No Deposit,2,0,3,0,1,0,0
0,City Hotel,September,19,139.0,Online TA,Transient,No Deposit,3,0,9,0,0,0,0
0,City Hotel,September,92,102.68,Offline TA/TO,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,57,146.96,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,0,179.0,Direct,Transient,No Deposit,0,1,9,0,0,0,0
0,City Hotel,September,1,146.0,Corporate,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,City Hotel,October,181,120.0,Offline TA/TO,Transient-Party,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,6,89.0,Corporate,Transient-Party,No Deposit,0,0,10,0,0,0,0
0,City Hotel,September,243,80.75,Offline TA/TO,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,October,5,83.0,Direct,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,3,240.0,Online TA,Transient,No Deposit,0,1,10,0,0,0,0
0,City Hotel,October,181,120.0,Offline TA/TO,Transient-Party,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,21,107.0,Offline TA/TO,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,0,170.0,Direct,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,81,190.8,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,64,109.65,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,68,108.0,Online TA,Transient,No Deposit,2,0,10,0,0,0,0
0,City Hotel,October,11,140.0,Online TA,Transient,No Deposit,2,0,10,0,0,0,0
0,City Hotel,October,120,104.4,Online TA,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,November,51,148.75,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,215,75.0,Groups,Transient,No Deposit,0,1,11,0,0,0,0
0,City Hotel,November,22,79.2,Online TA,Transient,No Deposit,0,0,11,0,0,0,0
0,City Hotel,November,35,80.0,Groups,Transient-Party,No Deposit,0,1,11,0,0,0,0
0,City Hotel,December,0,88.0,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,0,80.0,Online TA,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,20,96.9,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,City Hotel,December,1,120.0,Online TA,Transient,No Deposit,2,1,12,0,0,0,0
0,City Hotel,December,116,124.3,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,City Hotel,January,1,98.0,Direct,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,0,109.33,Direct,Transient,No Deposit,0,1,1,0,0,0,0
0,City Hotel,January,22,74.8,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,July,20,65.0,Corporate,Transient,No Deposit,0,0,7,0,1,0,0
0,City Hotel,January,342,81.62,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,6,120.0,Direct,Transient,No Deposit,1,1,1,0,0,0,0
0,City Hotel,January,2,85.57,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,14,126.5,Online TA,Transient,No Deposit,3,0,1,0,0,0,0
0,City Hotel,January,1,87.27,Online TA,Transient,No Deposit,0,1,1,0,0,0,0
0,City Hotel,January,43,85.07,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,4,89.0,Corporate,Transient,No Deposit,0,0,1,0,0,1,0
0,City Hotel,January,0,102.0,Direct,Transient,No Deposit,0,0,1,0,0,1,0
0,City Hotel,January,28,151.75,Online TA,Transient,No Deposit,1,2,1,0,0,0,0
0,City Hotel,February,82,115.2,Direct,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,6,108.0,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
0,City Hotel,February,5,9.0,Direct,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,March,8,80.0,Corporate,Transient,No Deposit,0,0,3,0,1,0,0
0,City Hotel,February,31,112.36,Online TA,Transient,No Deposit,1,1,2,0,0,1,0
0,City Hotel,February,0,85.0,Online TA,Transient,No Deposit,0,1,2,0,0,0,0
0,City Hotel,February,4,134.3,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,March,4,78.4,Offline TA/TO,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,16,91.8,Online TA,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,3,98.0,Direct,Transient,No Deposit,2,0,3,0,0,0,0
0,City Hotel,March,101,97.2,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,7,65.0,Direct,Transient,No Deposit,0,1,3,0,0,0,0
0,City Hotel,March,115,79.2,Online TA,Transient,No Deposit,2,0,3,0,0,0,0
0,City Hotel,March,150,102.6,Online TA,Transient,No Deposit,3,0,3,0,0,0,0
0,City Hotel,March,51,90.0,Offline TA/TO,Transient,No Deposit,3,0,3,0,0,0,0
0,City Hotel,March,9,108.8,Online TA,Transient,No Deposit,0,1,3,0,0,0,0
0,City Hotel,March,29,196.33,Direct,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,12,128.0,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,65,142.2,Online TA,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,10,166.0,Online TA,Transient,No Deposit,2,0,3,0,0,0,0
0,City Hotel,April,86,100.48,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,120,91.31,Online TA,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,151,117.0,Online TA,Transient,No Deposit,1,0,4,0,0,0,0
0,City Hotel,May,0,130.0,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,102,84.15,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,0,110.0,Aviation,Group,No Deposit,0,1,5,0,0,0,0
0,City Hotel,May,185,139.2,Online TA,Transient,No Deposit,2,0,5,0,0,0,0
0,City Hotel,May,168,108.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,165,112.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,4,94.0,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,128,83.16,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,117,120.5,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,June,80,250.96,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,5,145.0,Online TA,Transient,No Deposit,0,1,6,0,0,0,0
0,City Hotel,June,65,140.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,5,12.0,Online TA,Group,No Deposit,1,2,6,0,0,0,0
0,City Hotel,June,130,144.0,Online TA,Transient,No Deposit,2,0,6,0,0,0,0
0,City Hotel,June,30,89.0,Offline TA/TO,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,2,174.0,Direct,Transient,No Deposit,1,1,6,0,0,1,0
0,City Hotel,June,22,120.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,58,135.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,150,85.59,Online TA,Transient,No Deposit,3,0,6,0,0,0,0
0,City Hotel,June,396,122.4,Offline TA/TO,Transient-Party,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,175,117.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,96,142.5,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,July,103,169.2,Online TA,Group,No Deposit,3,0,7,0,0,0,0
0,City Hotel,June,125,119.4,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,July,166,120.0,Online TA,Transient,No Deposit,2,2,7,0,0,0,0
0,City Hotel,July,153,154.0,Direct,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,73,150.0,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,214,125.1,Online TA,Transient,No Deposit,2,4,7,0,0,0,0
0,City Hotel,July,177,107.1,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,25,129.33,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,August,1,182.5,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,283,179.1,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,176,80.1,Offline TA/TO,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,6,210.0,Direct,Transient,No Deposit,3,0,8,0,0,0,0
0,City Hotel,August,160,148.5,Online TA,Transient,No Deposit,1,1,8,0,0,0,0
0,City Hotel,May,76,126.9,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,47,140.4,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,135,94.5,Online TA,Transient,No Deposit,2,0,5,0,0,0,0
0,City Hotel,May,29,155.64,Online TA,Transient,No Deposit,2,0,5,0,0,0,0
0,City Hotel,May,5,0.0,Corporate,Transient-Party,No Deposit,0,1,5,0,0,0,0
0,City Hotel,June,9,97.02,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,58,76.92,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,79,132.6,Online TA,Transient,No Deposit,1,1,6,0,0,0,0
0,City Hotel,June,247,115.0,Offline TA/TO,Transient-Party,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,55,133.65,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
